METRIC_CATEGORY,METRIC_SUBTYPE,METRIC,CODE_NAME,SUBCLASS,year,lbs_chm_used,kg_chm_used,CLASS_AREA,SUBCLASS_AREA,SUBCLASS_PROP,rate,UNIT
water quality,pesticide application rate,Risk to Aquatic Organisms,RICE,WILD RICE,2017,35.861094,16.263534693877553,2663.4264942663626,358.920959595309,0.1347591008679867,0.0453123013830539,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,RICE,WILD RICE,2018,2152.5915656,976.2320025396826,2663.4264942663626,358.920959595309,0.1347591008679867,2.719908036689763,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,CARROTS,2014,1698.5356428999999,770.3109491609977,16819.094288195163,502.4016041657746,0.02987090716997738,1.533257343873493,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,CARROTS,2015,2202.2962424,998.7738060770976,16819.094288195163,502.4016041657746,0.02987090716997738,1.9879988395648869,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,CARROTS,2016,775.3509626,351.63308961451247,16819.094288195163,502.4016041657746,0.02987090716997738,0.699904392619109,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,CARROTS,2017,575.771376,261.1208054421769,16819.094288195163,502.4016041657746,0.02987090716997738,0.5197451665700024,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,CARROTS,2018,882.1333512,400.06047673469385,16819.094288195163,502.4016041657746,0.02987090716997738,0.7962961770374606,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,COLE CROPS (MIXTURE OF 22-25),2014,2.17209132,0.9850754285714285,16819.094288195163,40.30360455464106,0.00239630052986438,0.024441372910850342,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,COLE CROPS (MIXTURE OF 22-25),2016,145.7149585,66.08388140589568,16819.094288195163,40.30360455464106,0.00239630052986438,1.6396518905971142,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,COLE CROPS (MIXTURE OF 22-25),2017,55.3865032,25.118595555555554,16819.094288195163,40.30360455464106,0.00239630052986438,0.6232344683091896,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,COLE CROPS (MIXTURE OF 22-25),2018,73.3467738,33.26384299319727,16819.094288195163,40.30360455464106,0.00239630052986438,0.8253317131498814,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,"MELONS, SQUASH, AND CUCUMBERS (ALL TYPES)",2014,2432.11741567,1103.00109554195,16819.094288195163,2579.183283409931,0.15334852395828386,0.4276551816370628,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,"MELONS, SQUASH, AND CUCUMBERS (ALL TYPES)",2015,3953.41602838,1792.9324391746031,16819.094288195163,2579.183283409931,0.15334852395828386,0.6951551100331932,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,"MELONS, SQUASH, AND CUCUMBERS (ALL TYPES)",2016,4385.51963367,1988.897793047619,16819.094288195163,2579.183283409931,0.15334852395828386,0.7711347254151333,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,"MELONS, SQUASH, AND CUCUMBERS (ALL TYPES)",2017,1702.64428743,772.1742800136054,16819.094288195163,2579.183283409931,0.15334852395828386,0.29938712963148395,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,"MELONS, SQUASH, AND CUCUMBERS (ALL TYPES)",2018,2085.10390926,945.6253556734694,16819.094288195163,2579.183283409931,0.15334852395828386,0.36663751729317223,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,MISCELLANEOUS TRUCK,2014,3022.3020778200002,1370.6585386938775,16819.094288195163,797.3454466177341,0.04740715718428238,1.7190272353195026,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,MISCELLANEOUS TRUCK,2015,3098.82347428,1405.3621198548753,16819.094288195163,797.3454466177341,0.04740715718428238,1.7625511324060255,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,MISCELLANEOUS TRUCK,2016,7928.40922445,3595.6504419274374,16819.094288195163,797.3454466177341,0.04740715718428238,4.509526526024392,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,MISCELLANEOUS TRUCK,2017,9854.4937442,4469.15816063492,16819.094288195163,797.3454466177341,0.04740715718428238,5.605046319123884,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,MISCELLANEOUS TRUCK,2018,4385.74817838,1989.0014414421769,16819.094288195163,797.3454466177341,0.04740715718428238,2.4945291277191557,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,ONIONS & GARLIC,2014,2602.5059455,1180.2748052154195,16819.094288195163,625.1274500074617,0.03716772373683764,1.8880546762125572,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,ONIONS & GARLIC,2015,2976.6974272,1349.9761574603176,16819.094288195163,625.1274500074617,0.03716772373683764,2.159521482290058,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,ONIONS & GARLIC,2016,2358.0386072,1069.405264036281,16819.094288195163,625.1274500074617,0.03716772373683764,1.71069957657997,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,ONIONS & GARLIC,2017,1378.1039574,624.9904568707483,16819.094288195163,625.1274500074617,0.03716772373683764,0.9997808556691732,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,ONIONS & GARLIC,2018,3609.591677,1637.0030281179138,16819.094288195163,625.1274500074617,0.03716772373683764,2.6186708455985643,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,"PEPPERS (CHILI, BELL, ETC)",2014,2476.80906816,1123.2694186666668,16819.094288195163,189.04428787207345,0.01123986135238912,5.941832103526899,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,"PEPPERS (CHILI, BELL, ETC)",2015,1315.76175058,596.717347201814,16819.094288195163,189.04428787207345,0.01123986135238912,3.1564949881247593,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,"PEPPERS (CHILI, BELL, ETC)",2016,1104.3754377999999,500.8505386848072,16819.094288195163,189.04428787207345,0.01123986135238912,2.649382027473549,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,"PEPPERS (CHILI, BELL, ETC)",2017,2096.4701967,950.7801345578231,16819.094288195163,189.04428787207345,0.01123986135238912,5.029404195493161,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,"PEPPERS (CHILI, BELL, ETC)",2018,207.93829916,94.30308351927438,16819.094288195163,189.04428787207345,0.01123986135238912,0.4988412217093246,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,POTATO OR SWEET POTATO,2014,8679.61531184,3936.3334747573695,16819.094288195163,1444.3910020391058,0.08587804891806107,2.7252547746422446,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,POTATO OR SWEET POTATO,2015,5787.31212128,2624.631347519274,16819.094288195163,1444.3910020391058,0.08587804891806107,1.8171197022232726,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,POTATO OR SWEET POTATO,2016,7748.42412436,3514.024546195011,16819.094288195163,1444.3910020391058,0.08587804891806107,2.432876237275169,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,POTATO OR SWEET POTATO,2017,8407.21778634,3812.797182013605,16819.094288195163,1444.3910020391058,0.08587804891806107,2.6397264844705646,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,POTATO OR SWEET POTATO,2018,8574.7025283,3888.7539810884355,16819.094288195163,1444.3910020391058,0.08587804891806107,2.6923139064135144,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,STRAWBERRIES,2014,0.1261448,0.057208526077097505,16819.094288195163,3.4054538743771383,2.024754612837463e-4,0.016799089985490116,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,STRAWBERRIES,2015,10.145865,4.601299319727891,16819.094288195163,3.4054538743771383,2.024754612837463e-4,1.351155966124919,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,STRAWBERRIES,2016,44.6951885,20.269926757369614,16819.094288195163,3.4054538743771383,2.024754612837463e-4,5.95219536223406,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,STRAWBERRIES,2017,8.502189,3.855868027210884,16819.094288195163,3.4054538743771383,2.024754612837463e-4,1.1322625909640684,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,STRAWBERRIES,2018,13.99338054,6.3462043265306125,16819.094288195163,3.4054538743771383,2.024754612837463e-4,1.8635414134602957,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,TOMATOES (PROCESSING),2014,98211.22450463999,44540.23787058503,16819.094288195163,9950.224136304128,0.5916028512479358,4.476304981721635,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,TOMATOES (PROCESSING),2015,95316.48123578,43227.42913187301,16819.094288195163,9950.224136304128,0.5916028512479358,4.344367377027673,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,TOMATOES (PROCESSING),2016,77489.61358714,35142.6818989297,16819.094288195163,9950.224136304128,0.5916028512479358,3.5318482696996774,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,TOMATOES (PROCESSING),2017,58971.32152776,26744.36350465306,16819.094288195163,9950.224136304128,0.5916028512479358,2.6878151826825967,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,ROW,TOMATOES (PROCESSING),2018,63661.16203251,28871.275298190474,16819.094288195163,9950.224136304128,0.5916028512479358,2.901570346827816,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,URBAN,URBAN,2014,2587.1578711,1173.3142272562359,36784.52999989299,36784.52999989299,1,0.03189694763694546,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,URBAN,URBAN,2015,3349.20949413,1518.9158703537414,36784.52999989299,36784.52999989299,1,0.0412922462338967,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,URBAN,URBAN,2016,237.2928832,107.61582004535147,36784.52999989299,36784.52999989299,1,0.0029255727895847665,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,URBAN,URBAN,2017,816.3862474,370.24319609977323,36784.52999989299,36784.52999989299,1,0.010065187623733408,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,URBAN,URBAN,2018,186.2143376,84.450946757369607,36784.52999989299,36784.52999989299,1,0.002295827804721585,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,VINEYARD,VINEYARD,2014,29190.4036807,13238.27831324263,16192.802764144786,16192.802764144786,1,0.8175408856677816,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,VINEYARD,VINEYARD,2015,47121.580906020004,21370.331476653064,16192.802764144786,16192.802764144786,1,1.3197425910709366,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,VINEYARD,VINEYARD,2016,44311.37433892,20095.86137819501,16192.802764144786,16192.802764144786,1,1.2410366303412677,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,VINEYARD,VINEYARD,2017,39736.09867842,18020.90643012245,16192.802764144786,16192.802764144786,1,1.1128960620718222,kg per ha
water quality,pesticide application rate,Risk to Aquatic Organisms,VINEYARD,VINEYARD,2018,39177.88992094,17767.750531038546,16192.802764144786,16192.802764144786,1,1.0972622090093704,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",2014,79203.2980813,35919.863075419504,34678.84712333792,34678.84712333792,1,1.0357859633472768,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",2015,80345.0987187,36437.686493741494,34678.84712333792,34678.84712333792,1,1.0507179308512804,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",2016,62307.3543857,28257.303576281178,34678.84712333792,34678.84712333792,1,0.8148282287407641,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",2017,74694.3849575,33875.00451587302,34678.84712333792,34678.84712333792,1,0.9768203768537642,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",2018,57971.3342802,26290.854548843534,34678.84712333792,34678.84712333792,1,0.7581236612433551,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_OTHER,BEANS (DRY),2014,793.6456151,359.9299841723356,7964.759359127458,2024.3778301303464,0.2541668541197606,0.1777978294442991,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_OTHER,BEANS (DRY),2015,1615.9573556,732.8604787301588,7964.759359127458,2024.3778301303464,0.2541668541197606,0.36201763713395885,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_OTHER,BEANS (DRY),2016,2500.5287783000003,1134.026656825397,7964.759359127458,2024.3778301303464,0.2541668541197606,0.5601852776427505,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_OTHER,BEANS (DRY),2017,1262.1275653,572.3934536507936,7964.759359127458,2024.3778301303464,0.2541668541197606,0.2827503073445228,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_OTHER,BEANS (DRY),2018,1194.2640408,541.6163450340135,7964.759359127458,2024.3778301303464,0.2541668541197606,0.2675470640770353,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_OTHER,SAFFLOWER,2014,1392.6314251,631.5788775963719,7964.759359127458,4825.305365348758,0.6058319087593089,0.13088889298734016,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_OTHER,SAFFLOWER,2015,1280.7615535,580.8442419501133,7964.759359127458,4825.305365348758,0.6058319087593089,0.1203746080240316,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_OTHER,SAFFLOWER,2016,2503.5035184,1135.3757453061223,7964.759359127458,4825.305365348758,0.6058319087593089,0.2352961438377405,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_OTHER,SAFFLOWER,2017,5197.847476,2357.3004426303855,7964.759359127458,4825.305365348758,0.6058319087593089,0.48852875914517535,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_OTHER,SAFFLOWER,2018,1054.5576257,478.2574266213152,7964.759359127458,4825.305365348758,0.6058319087593089,0.09911443741068773,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_OTHER,SUNFLOWERS,2014,231.7948624,105.12238657596372,7964.759359127458,863.361146155801,0.10839764357304855,0.1217594595772943,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_OTHER,SUNFLOWERS,2016,223.4271262,101.32749487528345,7964.759359127458,863.361146155801,0.10839764357304855,0.11736397372809042,kg per ha
water quality,pesticide application rate,Carcinogen,FIELD_OTHER,SUNFLOWERS,2017,179.2933843,81.31219242630385,7964.759359127458,863.361146155801,0.10839764357304855,0.09418097257254887,kg per ha
water quality,pesticide application rate,Carcinogen,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,2014,234.96848789999999,106.5616725170068,7866.788538201375,7822.731086244726,0.9943995632089632,0.013622054924575114,kg per ha
water quality,pesticide application rate,Carcinogen,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,2015,243.39195719999998,110.38183999999998,7866.788538201375,7822.731086244726,0.9943995632089632,0.014110396840061696,kg per ha
water quality,pesticide application rate,Carcinogen,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,2016,202.4695726,91.82293541950112,7866.788538201375,7822.731086244726,0.9943995632089632,0.011737963942153148,kg per ha
water quality,pesticide application rate,Carcinogen,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,2017,315.4067985,143.0416319727891,7866.788538201375,7822.731086244726,0.9943995632089632,0.01828538273855656,kg per ha
water quality,pesticide application rate,Carcinogen,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,2018,160.9893017,73.011021179138325,7866.788538201375,7822.731086244726,0.9943995632089632,0.00933318816334092,kg per ha
water quality,pesticide application rate,Carcinogen,GRAIN&HAY_WHEAT,WHEAT,2014,836.418948,379.32832108843536,11561.802557401152,11561.802557401152,1,0.0328087527187197,kg per ha
water quality,pesticide application rate,Carcinogen,GRAIN&HAY_WHEAT,WHEAT,2015,1280.2154878000001,580.596593106576,11561.802557401152,11561.802557401152,1,0.05021678844834744,kg per ha
water quality,pesticide application rate,Carcinogen,GRAIN&HAY_WHEAT,WHEAT,2016,1390.3718761999999,630.5541388662131,11561.802557401152,11561.802557401152,1,0.054537701689307196,kg per ha
water quality,pesticide application rate,Carcinogen,GRAIN&HAY_WHEAT,WHEAT,2017,87.9103576,39.86864290249433,11561.802557401152,11561.802557401152,1,0.0034483068452827786,kg per ha
water quality,pesticide application rate,Carcinogen,GRAIN&HAY_WHEAT,WHEAT,2018,762.7787918,345.93142485260773,11561.802557401152,11561.802557401152,1,0.02992019826797369,kg per ha
water quality,pesticide application rate,Carcinogen,IDLE,IDLE,2014,31986.7053368,14506.442329614512,26609.3100000389,26609.3100000389,1,0.5451641673381725,kg per ha
water quality,pesticide application rate,Carcinogen,IDLE,IDLE,2015,35479.1636108,16090.323633015874,26609.3100000389,26609.3100000389,1,0.6046877439885646,kg per ha
water quality,pesticide application rate,Carcinogen,IDLE,IDLE,2016,49176.066563500004,22302.071003854875,26609.3100000389,26609.3100000389,1,0.838130376316495,kg per ha
water quality,pesticide application rate,Carcinogen,IDLE,IDLE,2017,39470.2687681,17900.3486476644,26609.3100000389,26609.3100000389,1,0.6727099893848518,kg per ha
water quality,pesticide application rate,Carcinogen,IDLE,IDLE,2018,32443.4823147,14713.597421632652,26609.3100000389,26609.3100000389,1,0.5529492279811519,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_CITRUS&SUBTROPICAL,MISCELLANEOUS SUBTROPICAL FRUIT,2018,44.57511,20.215469387755103,639.8735836955395,18.18358486246943,0.0284174645208067,1.1117427911302267,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,2014,2838.031075,1287.0889229024942,639.8735836955395,621.6899988330701,0.9715825354791934,2.070306624392216,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,2015,3978.9427206,1804.509170340136,639.8735836955395,621.6899988330701,0.9715825354791934,2.90258677753744,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,2016,3439.1108209,1559.6874471201813,639.8735836955395,621.6899988330701,0.9715825354791934,2.5087864531322026,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,2017,4203.3735166,1906.2918442630382,639.8735836955395,621.6899988330701,0.9715825354791934,3.0663061137242074,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,2018,4208.5883135,1908.6568315192744,639.8735836955395,621.6899988330701,0.9715825354791934,3.070110239994013,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,ALMONDS,2014,33943.4249937,15393.843534557822,15670.572605054684,8052.1537577694035,0.5138391532146125,1.9117672113134365,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,ALMONDS,2015,204542.0360325,92762.82813265306,15670.572605054684,8052.1537577694035,0.5138391532146125,11.520250472508375,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,ALMONDS,2016,36799.7082756,16689.210102312925,15670.572605054684,8052.1537577694035,0.5138391532146125,2.0726392719723905,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,ALMONDS,2017,39626.8632684,17971.36656163265,15670.572605054684,8052.1537577694035,0.5138391532146125,2.2318707643023266,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,ALMONDS,2018,77013.3040455,34926.668501360546,15670.572605054684,8052.1537577694035,0.5138391532146125,4.337556081521708,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,APPLES,2014,3174.6277317,1439.7404678911564,15670.572605054684,156.15193352765803,0.00996466035180423,9.220125779845985,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,APPLES,2015,4019.9411843,1823.102577913832,15670.572605054684,156.15193352765803,0.00996466035180423,11.67518414103351,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,APPLES,2016,2969.3774402999998,1346.656435510204,15670.572605054684,156.15193352765803,0.00996466035180423,8.624013837597987,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,APPLES,2017,1336.6424823,606.187066802721,15670.572605054684,156.15193352765803,0.00996466035180423,3.8820336905745174,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,APPLES,2018,2223.5774833,1008.4251624943311,15670.572605054684,156.15193352765803,0.00996466035180423,6.4579742287707,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,MISCELLANEOUS DECIDUOUS,2014,232.1064886,105.26371365079365,15670.572605054684,1840.9962237464745,0.11748110743270763,0.057177582600674376,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,MISCELLANEOUS DECIDUOUS,2016,41.3754226,18.764363990929706,15670.572605054684,1840.9962237464745,0.11748110743270763,0.010192505421191872,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,MISCELLANEOUS DECIDUOUS,2018,120.9906938,54.87106294784581,15670.572605054684,1840.9962237464745,0.11748110743270763,0.02980509261240188,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,PEARS,2014,39108.4712227,17736.268128208616,15670.572605054684,2224.3721574258957,0.14194581228693612,7.97360642597393,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,PEARS,2015,51512.5434491,23361.697709342403,15670.572605054684,2224.3721574258957,0.14194581228693612,10.502603007033319,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,PEARS,2016,53781.9863658,24390.923521904762,15670.572605054684,2224.3721574258957,0.14194581228693612,10.965306970093803,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,PEARS,2017,52139.386888,23645.98044807256,15670.572605054684,2224.3721574258957,0.14194581228693612,10.630406593218797,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,PEARS,2018,52643.1347113,23874.43751079365,15670.572605054684,2224.3721574258957,0.14194581228693612,10.73311290608034,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,STONE FRUIT,2014,5250.8262942,2381.3271175510204,15670.572605054684,1324.7349220601398,0.08453647198780948,1.7975876365120191,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,STONE FRUIT,2015,5939.7300216,2693.7551118367346,15670.572605054684,1324.7349220601398,0.08453647198780948,2.033429531432285,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,STONE FRUIT,2016,22876.1288194,10374.661596099773,15670.572605054684,1324.7349220601398,0.08453647198780948,7.831500040752144,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,STONE FRUIT,2017,11338.5936107,5142.219324580498,15670.572605054684,1324.7349220601398,0.08453647198780948,3.8816968126601967,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,STONE FRUIT,2018,6576.7609462,2982.6580254875284,15670.572605054684,1324.7349220601398,0.08453647198780948,2.2515130958041754,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,WALNUTS,2014,49343.0139639,22377.784110612243,15670.572605054684,2068.9451960796,0.1320274152210777,10.816035220756659,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,WALNUTS,2015,18018.9404766,8171.8550914285715,15670.572605054684,2068.9451960796,0.1320274152210777,3.9497687550705765,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,WALNUTS,2016,17505.2247904,7938.877455963719,15670.572605054684,2068.9451960796,0.1320274152210777,3.837161791915478,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,WALNUTS,2017,17626.3196651,7993.79576648526,15670.572605054684,2068.9451960796,0.1320274152210777,3.8637059027143557,kg per ha
water quality,pesticide application rate,Carcinogen,ORCHARD_DECIDUOUS,WALNUTS,2018,15089.7334479,6843.416529659864,15670.572605054684,2068.9451960796,0.1320274152210777,3.3076838103915502,kg per ha
water quality,pesticide application rate,Carcinogen,PASTURE_ALFALFA,ALFALFA & ALFALFA MIXTURES,2014,75283.8366521,34142.32954743764,18787.04088930409,18787.04088930409,1,1.8173340734503687,kg per ha
water quality,pesticide application rate,Carcinogen,PASTURE_ALFALFA,ALFALFA & ALFALFA MIXTURES,2015,87228.6086302,39559.45969623583,18787.04088930409,18787.04088930409,1,2.105678053788554,kg per ha
water quality,pesticide application rate,Carcinogen,PASTURE_ALFALFA,ALFALFA & ALFALFA MIXTURES,2016,88773.4714661,40260.07776240363,18787.04088930409,18787.04088930409,1,2.1429706785449456,kg per ha
water quality,pesticide application rate,Carcinogen,PASTURE_ALFALFA,ALFALFA & ALFALFA MIXTURES,2017,75533.0205428,34255.338114648526,18787.04088930409,18787.04088930409,1,1.8233493138427619,kg per ha
water quality,pesticide application rate,Carcinogen,PASTURE_ALFALFA,ALFALFA & ALFALFA MIXTURES,2018,102674.1342782,46564.23323274376,18787.04088930409,18787.04088930409,1,2.4785294026401936,kg per ha
water quality,pesticide application rate,Carcinogen,PASTURE_OTHER,MISCELLANEOUS GRASSES,2014,1269.4771889999997,575.7266163265305,25493.51021963209,2259.8664479954064,0.08864477384738977,0.2547613452278224,kg per ha
water quality,pesticide application rate,Carcinogen,PASTURE_OTHER,MISCELLANEOUS GRASSES,2015,248.89800228000001,112.87891259863946,25493.51021963209,2259.8664479954064,0.08864477384738977,0.049949373202459665,kg per ha
water quality,pesticide application rate,Carcinogen,PASTURE_OTHER,MISCELLANEOUS GRASSES,2016,205.0237258,92.98128154195011,25493.51021963209,2259.8664479954064,0.08864477384738977,0.041144591364869504,kg per ha
water quality,pesticide application rate,Carcinogen,PASTURE_OTHER,MISCELLANEOUS GRASSES,2018,302.891651,137.36582811791385,25493.51021963209,2259.8664479954064,0.08864477384738977,0.060784931888237435,kg per ha
water quality,pesticide application rate,Carcinogen,PASTURE_OTHER,MIXED PASTURE,2014,11.577867,5.250733333333333,25493.51021963209,23233.643771636685,0.9113552261526102,2.2599698028181686e-4,kg per ha
water quality,pesticide application rate,Carcinogen,PASTURE_OTHER,MIXED PASTURE,2015,29.004958,13.154175963718819,25493.51021963209,23233.643771636685,0.9113552261526102,5.66169305727983e-4,kg per ha
water quality,pesticide application rate,Carcinogen,PASTURE_OTHER,MIXED PASTURE,2016,13.015532,5.90273560090703,25493.51021963209,23233.643771636685,0.9113552261526102,2.540598306027662e-4,kg per ha
water quality,pesticide application rate,Carcinogen,PASTURE_OTHER,MIXED PASTURE,2017,216.5313036,98.20013768707483,25493.51021963209,23233.643771636685,0.9113552261526102,0.0042266352472424586,kg per ha
water quality,pesticide application rate,Carcinogen,PASTURE_OTHER,MIXED PASTURE,2018,129.0584572,58.52991256235827,25493.51021963209,23233.643771636685,0.9113552261526102,0.0025191878268276966,kg per ha
water quality,pesticide application rate,Carcinogen,RICE,RICE,2014,1220.3618098,553.4520679365079,2663.4264942663626,2304.5055346710537,0.8652408991320133,0.24016087599264885,kg per ha
